2739,"{'1.6-汽油-74-AT-两驱': ['4178','1742','1444']}"
2724,"{'1.6-汽油-74-AT-两驱': ['4178','1742','1444']}"
1519,"{'1.6-汽油-74-AT-两驱': ['4376','1735','1446']}"
1520,"{'1.6-汽油-74-AT-两驱': ['4376','1735','1446']}"
2418,"{'1.6-汽油-74-AT-两驱': ['4383','1742','1446']}"
2420,"{'1.6-汽油-74-AT-两驱': ['4383','1742','1446']}"
2738,"{'1.6-汽油-74-MT-两驱': ['4178','1742','1444']}"
2740,"{'1.6-汽油-74-MT-两驱': ['4178','1742','1444']}"
1517,"{'1.6-汽油-74-MT-两驱': ['4376','1735','1446']}"
1518,"{'1.6-汽油-74-MT-两驱': ['4376','1735','1446']}"
2416,"{'1.6-汽油-74-MT-两驱': ['4383','1742','1446']}"
2419,"{'1.6-汽油-74-MT-两驱': ['4383','1742','1446']}"
456,"{'1.6-汽油-78-AT-两驱': ['4376','1735','1446']}"
466,"{'1.6-汽油-78-AT-两驱': ['4376','1735','1446']}"
454,"{'1.6-汽油-78-MT-两驱': ['4376','1735','1446']}"
763,"{'1.6-汽油-78-MT-两驱': ['4376','1735','1446']}"
2742,"{'1.8-汽油-92-AT-两驱': ['4178','1742','1444']}"
524,"{'1.8-汽油-92-AT-两驱': ['4376','1735','1446']}"
764,"{'1.8-汽油-92-AT-两驱': ['4376','1735','1446']}"
518,"{'1.8-汽油-92-AT-两驱': ['4376','1735','1446']}"
1792,"{'1.8-汽油-92-AT-两驱': ['4376','1735','1446']}"
1793,"{'1.8-汽油-92-AT-两驱': ['4376','1735','1446']}"
2421,"{'1.8-汽油-92-AT-两驱': ['4383','1742','1446']}"
2741,"{'1.8-汽油-92-MT-两驱': ['4178','1742','1444']}"
534,"{'1.8-汽油-92-MT-两驱': ['4376','1735','1446']}"
519,"{'1.8-汽油-92-MT-两驱': ['4376','1735','1446']}"
516,"{'1.8-汽油-92-MT-两驱': ['4376','1735','1446']}"
1548,"{'1.8-汽油-92-MT-两驱': ['4376','1735','1446']}"
1806,"{'1.8-汽油-92-MT-两驱': ['4376','1735','1446']}"
2417,"{'1.8-汽油-92-MT-两驱': ['4383','1742','1446']}"
538,"{'1.8-汽油-110-AT-两驱': ['4376','1735','1446']}"
762,"{'1.8-汽油-110-AT-两驱': ['4376','1735','1446']}"
539,"{'1.8-汽油-110-MT-两驱': ['4376','1735','1446']}"
716,"{'1.8-汽油-110-MT-两驱': ['4376','1735','1446']}"
714,"{'1.8-汽油-110-MT-两驱': ['4376','1735','1446']}"
