PPBH00001,{'1.6-汽油-111-AT-两驱': '373'}
PPBH00002,{'1.6-汽油-111-MT-两驱': '373'}
PPBH00003,{'1.6-汽油-111-MT-两驱': '373'}
PPBH00004,{'1.6-汽油-111-AT-两驱': '373'}
PPBH00005,{'1.6-汽油-139-AT-两驱': '373'}
PPBH00006,{'1.6-汽油-139-AT-两驱': '373'}
PPBH00007,{'1.5-汽油-111-AT-两驱': '373'}
PPBH00008,{'1.5-汽油-111-AT-两驱': '373'}
PPBH00009,{'1.6-汽油-111-AT-两驱': '373'}
PPBH00010,{'2.0-汽油--AT-两驱': '373'}
PPBH00011,{'2.0-汽油-124-AT-两驱': '373'}
PPBH00012,{'2.0-汽油--AT-两驱': '373'}
PPBH00013,{'2.0-汽油--MT-两驱': '373'}
PPBH00014,{'2.0-汽油--MT-两驱': '373'}
PPBH00015,{'2.0-汽油-124-MT-两驱': '373'}
PPBH00016,{'2.0-汽油-150-AT-两驱': '373'}
PPBH00017,{'2.0-汽油-150-AT-两驱': '373'}
PPBH00018,{'1.6-汽油-144-AT-两驱': '373'}
PPBH00019,{'2.0-汽油-124-AT-两驱': 'all'}
PPBH00020,{'2.0-汽油-124-AT-两驱': '373'}
PPBH00021,{'2.0-汽油-124-AT-两驱': 'all'}
PPBH00022,{'2.0-汽油-124-AT-两驱': '373'}
PPBH00023,{'2.0-汽油-178-AT-两驱': '373'}
PPBH00024,{'2.0-汽油-200-AT-两驱': '202;2847'}
PPBH00025,{'2.0-汽油-178-AT-两驱': '373'}
PPBH00026,{'2.0-汽油-183-AT-两驱': '373'}
PPBH00027,{'2.0-汽油-178-AT-两驱': '373'}
PPBH00028,{'3.0-汽油--AT-两驱': '373'}
PPBH00029,{'3.0-汽油--AT-两驱': '373'}
PPBH00030,{'3.0-汽油-211-AT-两驱': '373'}
PPBH00031,{'5.2-汽油-405-MT-四驱': 'all'}
PPBH00032,{'5.2-汽油-405-AT-四驱': 'all'}
PPBH00033,{'5.2-汽油-412-AT-四驱': 'all'}
PPBH00034,{'5.2-汽油-412-MT-四驱': 'all'}
PPBH00035,{'5.2-汽油-412-MT-四驱': 'all'}
PPBH00036,{'5.2-汽油-412-AT-四驱': 'all'}
PPBH00037,{'5.2-汽油-405-AT-两驱': 'all'}
PPBH00038,{'5.2-汽油-405-MT-两驱': 'all'}
PPBH00039,{'5.2-汽油-405-MT-两驱': 'all'}
PPBH00040,{'5.2-汽油-405-AT-两驱': 'all'}
PPBH00041,{'5.2-汽油-405-AT-两驱': 'all'}
PPBH00042,{'5.2-汽油-405-MT-两驱': 'all'}
PPBH00043,{'5.2-汽油-412-MT-两驱': 'all'}
PPBH00044,{'5.2-汽油-412-AT-两驱': 'all'}
PPBH00045,{'5.2-汽油-412-MT-四驱': 'all'}
PPBH00046,{'5.2-汽油-412-AT-四驱': 'all'}
PPBH00047,{'5.2-汽油-412-AT-四驱': 'all'}
PPBH00048,{'5.2-汽油-405-AT-两驱': 'all'}
PPBH00049,{'5.2-汽油-405-MT-两驱': 'all'}
PPBH00050,{'5.2-汽油-419-AT-四驱': 'all'}
PPBH00051,{'5.2-汽油-419-MT-四驱': 'all'}
PPBH00052,{'5.2-汽油-419-AT-四驱': 'all'}
PPBH00053,{'5.2-汽油-419-MT-四驱': 'all'}
PPBH00054,{'5.2-汽油-419-AT-四驱': 'all'}
PPBH00055,{'5.2-汽油-419-AT-四驱': 'all'}
PPBH00056,{'5.2-汽油-419-MT-四驱': 'all'}
PPBH00057,{'5.2-汽油-412-AT-两驱': 'all'}
PPBH00058,{'6.5-汽油-471-MT-四驱': 'all'}
PPBH00059,{'6.5-汽油-478-MT-四驱': 'all'}
PPBH00060,{'6.5-汽油-478-AT-四驱': 'all'}
PPBH00061,{'6.5-汽油-471-AT-四驱': 'all'}
PPBH00062,{'6.5-汽油-478-MT-四驱': 'all'}
PPBH00063,{'6.5-汽油-478-AT-四驱': 'all'}
PPBH00064,{'6.5-汽油-471-MT-四驱': 'all'}
PPBH00065,{'6.5-汽油-471-AT-四驱': 'all'}
PPBH00066,{'6.5-汽油-478-AT-四驱': 'all'}
PPBH00067,{'6.5-汽油-493-MT-四驱': 'all'}
