2739,宝来/宝来经典,1.6,前驱,AT,74,汽油,-,-,4178,1742,1444
2724,宝来/宝来经典,1.6,前驱,AT,74,汽油,-,-,4178,1742,1444
1519,宝来/宝来经典,1.6,前驱,AT,74,汽油,1281,-,4376,1735,1446
1520,宝来/宝来经典,1.6,前驱,AT,74,汽油,1281,-,4376,1735,1446
2418,宝来/宝来经典,1.6,前驱,AT,74,汽油,-,-,4383,1742,1446
2420,宝来/宝来经典,1.6,前驱,AT,74,汽油,-,-,4383,1742,1446
2738,宝来/宝来经典,1.6,前驱,MT,74,汽油,-,-,4178,1742,1444
2740,宝来/宝来经典,1.6,前驱,MT,74,汽油,-,-,4178,1742,1444
1517,宝来/宝来经典,1.6,前驱,MT,74,汽油,1266,-,4376,1735,1446
1518,宝来/宝来经典,1.6,前驱,MT,74,汽油,1266,-,4376,1735,1446
2416,宝来/宝来经典,1.6,前驱,MT,74,汽油,1280,-,4383,1742,1446
2419,宝来/宝来经典,1.6,前驱,MT,74,汽油,1280,-,4383,1742,1446
456,宝来/宝来经典,1.6,前驱,AT,78,汽油,1281,-,4376,1735,1446
466,宝来/宝来经典,1.6,前驱,AT,78,汽油,1281,-,4376,1735,1446
454,宝来/宝来经典,1.6,前驱,MT,78,汽油,1266,-,4376,1735,1446
763,宝来/宝来经典,1.6,前驱,MT,78,汽油,1266,-,4376,1735,1446
2742,宝来/宝来经典,1.8,前驱,AT,92,汽油,-,-,4178,1742,1444
524,宝来/宝来经典,1.8,前驱,AT,92,汽油,1350,-,4376,1735,1446
764,宝来/宝来经典,1.8,前驱,AT,92,汽油,1350,-,4376,1735,1446
518,宝来/宝来经典,1.8,前驱,AT,92,汽油,1350,-,4376,1735,1446
1792,宝来/宝来经典,1.8,前驱,AT,92,汽油,1350,-,4376,1735,1446
1793,宝来/宝来经典,1.8,前驱,AT,92,汽油,1350,-,4376,1735,1446
2421,宝来/宝来经典,1.8,前驱,AT,92,汽油,-,-,4383,1742,1446
2741,宝来/宝来经典,1.8,前驱,MT,92,汽油,-,-,4178,1742,1444
534,宝来/宝来经典,1.8,前驱,MT,92,汽油,1310,-,4376,1735,1446
519,宝来/宝来经典,1.8,前驱,MT,92,汽油,1310,-,4376,1735,1446
516,宝来/宝来经典,1.8,前驱,MT,92,汽油,1310,-,4376,1735,1446
1548,宝来/宝来经典,1.8,前驱,MT,92,汽油,1310,-,4376,1735,1446
1806,宝来/宝来经典,1.8,前驱,MT,92,汽油,1310,-,4376,1735,1446
2417,宝来/宝来经典,1.8,前驱,MT,92,汽油,1310,-,4383,1742,1446
538,宝来/宝来经典,1.8,前驱,AT,110,汽油,1380,-,4376,1735,1446
762,宝来/宝来经典,1.8,前驱,AT,110,汽油,1380,-,4376,1735,1446
539,宝来/宝来经典,1.8,前驱,MT,110,汽油,1350,-,4376,1735,1446
716,宝来/宝来经典,1.8,前驱,MT,110,汽油,1350,-,4376,1735,1446
714,宝来/宝来经典,1.8,前驱,MT,110,汽油,1350,-,4376,1735,1446
1739,宝来/宝来经典,1.8,前驱,MT,132,汽油,-,-,4376,1735,1446
1396,宝来/宝来经典,1.9,前驱,MT,74,柴油,1037,-,4376,1735,1446
19648,捷达,,-,-,-,-,-,-,-,-,-
14885,捷达,1.4,前驱,MT,66,汽油,1120,-,4487,1706,1470
14886,捷达,1.4,前驱,MT,66,汽油,1120,-,4487,1706,1470
23208,捷达,1.4,前驱,MT,66,汽油,-,-,4487,1706,1470
20258,捷达,1.4,前驱,MT,66,汽油,1120,-,4487,1706,1470
23209,捷达,1.4,前驱,MT,66,汽油,-,-,4487,1706,1470
20259,捷达,1.4,前驱,MT,66,汽油,1120,-,4487,1706,1470
28706,捷达,1.4,前驱,MT,66,汽油,1120,EA211-CKA,4501,1704,1469
28707,捷达,1.4,前驱,MT,66,汽油,1120,EA211-CKA,4501,1704,1469
37063,捷达,1.4,前驱,MT,66,汽油,1120,EA211-CKA,4501,1704,1469
37064,捷达,1.4,前驱,MT,66,汽油,1120,EA211-CKA,4501,1704,1469
23201,捷达,1.4,前驱,DCT,96,汽油,-,-,4487,1706,1470
20102,捷达,1.4,前驱,DCT,96,汽油,1215,-,4487,1706,1470
28712,捷达,1.4,前驱,DCT,96,汽油,1210,-,4501,1704,1469
28711,捷达,1.5,前驱,MT,81,汽油,1140,EA211-DCF,4501,1704,1469
28708,捷达,1.5,前驱,MT,81,汽油,1115,EA211-DCF,4501,1704,1469
28710,捷达,1.5,前驱,MT,81,汽油,1140,EA211-DCF,4501,1704,1469
37065,捷达,1.5,前驱,MT,81,汽油,1115,EA211-DCF,4501,1704,1469
37067,捷达,1.5,前驱,MT,81,汽油,1140,EA211-DCF,4501,1704,1469
28451,捷达,1.5,前驱,AT,81,汽油,1170,EA211-DCF,4501,1704,1469
28353,捷达,1.5,前驱,AT,81,汽油,1170,EA211-DCF,4501,1704,1469
28709,捷达,1.5,前驱,AT,81,汽油,1140,EA211-DCF,4501,1704,1469
37068,捷达,1.5,前驱,AT,81,汽油,1170,EA211-DCF,4501,1704,1469
37066,捷达,1.5,前驱,AT,81,汽油,1140,EA211-DCF,4501,1704,1469
14890,捷达,1.6,前驱,MT,81,汽油,1120,-,4487,1706,1470
14887,捷达,1.6,前驱,MT,81,汽油,1120,-,4487,1706,1470
14888,捷达,1.6,前驱,MT,81,汽油,1120,-,4487,1706,1470
20264,捷达,1.6,前驱,MT,81,汽油,1120,-,4487,1706,1470
23197,捷达,1.6,前驱,MT,81,汽油,-,-,4487,1706,1470
20260,捷达,1.6,前驱,MT,81,汽油,1120,-,4487,1706,1470
23199,捷达,1.6,前驱,MT,81,汽油,-,-,4487,1706,1470
20262,捷达,1.6,前驱,MT,81,汽油,1120,-,4487,1706,1470
14889,捷达,1.6,前驱,AT,81,汽油,1170,-,4487,1706,1470
14540,捷达,1.6,前驱,AT,81,汽油,1170,-,4487,1706,1470
18644,捷达,1.6,前驱,AT,81,汽油,1120,-,4487,1706,1470
23200,捷达,1.6,前驱,AT,81,汽油,-,-,4487,1706,1470
20263,捷达,1.6,前驱,AT,81,汽油,1170,-,4487,1706,1470
20266,捷达,1.6,前驱,AT,81,汽油,1170,-,4487,1706,1470
23198,捷达,1.6,前驱,AT,81,汽油,-,-,4487,1706,1470
20261,捷达,1.6,前驱,AT,81,汽油,1120,-,4487,1706,1470
26294,捷达,1.6,前驱,AT,81,汽油,-,-,4487,1706,1470
1465,捷达,1.6,前驱,AT,68,汽油,1105,-,4416,1668,1438
4182,捷达,1.6,前驱,AT,68,汽油,1105,-,4428,1660,1415
1846,捷达,1.6,前驱,MT,68,汽油,-,-,4416,1668,1438
793,捷达,1.6,前驱,MT,68,汽油,1105,-,4416,1668,1438
6827,捷达,1.6,前驱,MT,68,汽油,1105,-,4416,1668,1438
792,捷达,1.6,前驱,MT,68,汽油,1105,-,4416,1668,1438
2484,捷达,1.6,前驱,MT,68,汽油,1105,-,4416,1668,1438
1170,捷达,1.6,前驱,MT,68,汽油,1105,-,4416,1668,1438
4181,捷达,1.6,前驱,MT,68,汽油,1105,-,4416,1668,1438
6816,捷达,1.6,前驱,MT,68,汽油,1050,-,4428,1660,1415
4179,捷达,1.6,前驱,MT,68,汽油,1105,-,4428,1660,1415
4765,捷达,1.6,前驱,AT,70,汽油,1105,-,4416,1668,1438
7286,捷达,1.6,前驱,MT,70,汽油,1091,-,4415,1674,1415
7288,捷达,1.6,前驱,MT,70,汽油,1091,-,4415,1674,1415
12575,捷达,1.6,前驱,MT,70,汽油,1091,-,4415,1674,1415
13490,捷达,1.6,前驱,MT,70,汽油,1091,-,4415,1674,1415
9707,捷达,1.6,前驱,MT,70,汽油,1091,-,4415,1674,1415
4762,捷达,1.6,前驱,MT,70,汽油,1105,-,4416,1668,1438
4764,捷达,1.6,前驱,MT,70,汽油,1105,-,4416,1668,1438
7287,捷达,1.9,前驱,MT,47,柴油,1114,-,4415,1674,1415
1466,捷达,1.9,前驱,MT,47,柴油,1170,-,4416,1668,1438
4763,捷达,1.9,前驱,MT,47,柴油,1170,-,4416,1668,1438
4180,捷达,1.9,前驱,MT,47,柴油,1170,-,4416,1668,1438
11434,途锐,,-,-,-,-,-,-,-,-,-
5897,途锐,,-,-,-,-,-,-,-,-,-
7271,途锐,,-,-,-,-,-,-,-,-,-
9399,途锐,,-,-,-,-,-,-,-,-,-
14971,途锐,,-,-,-,-,-,-,-,-,-
19004,途锐,,-,-,-,-,-,-,-,-,-
22611,途锐,,-,-,-,-,-,-,-,-,-
19032,途锐,,-,-,-,-,-,-,-,-,-
18879,途锐,,-,-,-,-,-,-,-,-,-
20452,途锐,,-,-,-,-,-,-,-,-,-
26894,途锐,,-,-,-,-,-,-,-,-,-
30714,途锐,,-,-,-,-,-,-,-,-,-
33649,途锐,,-,-,-,-,-,-,-,-,-
33997,途锐,,-,-,-,-,-,-,-,-,-
40997,途锐,2.0,四驱,AT,180,汽油,2053,-,4878,1984,1686
38065,途锐,2.0,四驱,AT,180,汽油,2053,-,4878,1984,1717
35819,途锐,2.0,四驱,AT,185,汽油,2029,-,4878,1984,1686
5607,途锐,3.0,四驱,AT,176,柴油,2321,-,4754,1928,1726
5608,途锐,3.0,四驱,AT,176,柴油,2321,-,4754,1928,1726
