12409,000c3150,2012,GRJ200-3021571,056,['LFMGJK74'],LFMGJK743C3021571
12409,000c3150,2012,GRJ200-3021576,6R4,['LFMGJK74'],LFMGJK742C3021576
12409,000c3150,2012,GRJ200-3021583,202,['LFMGJK74'],LFMGJK74XC3021583
12409,000c3150,2015,GRJ200-3035645,,['LFMGJK74'],LFMGJK744F3035645
12410,000c3150,2012,GRJ200-3021571,056,['LFMGJK74'],LFMGJK743C3021571
12410,000c3150,2012,GRJ200-3021576,6R4,['LFMGJK74'],LFMGJK742C3021576
12410,000c3150,2012,GRJ200-3021583,202,['LFMGJK74'],LFMGJK74XC3021583
12410,000c3150,2015,GRJ200-3035645,,['LFMGJK74'],LFMGJK744F3035645
25988,000c337e,2016,GRJ200-3035840,070,['LFMGJK74'],LFMGJK740G3035840
25988,000c337e,2016,GRJ200-3036183,6R4,['LFMGJK74'],LFMGJK746G3036183
25988,000c337e,2016,GRJ200-3036257,202,['LFMGJK74'],LFMGJK749G3036257
25988,000c337e,2016,GRJ200-3035807,,['LFMGJK74'],LFMGJK742G3035807
25990,00264384,2016,URJ202-3035844,070,['LFMG2K74'],LFMG2K741G3035844
25990,00264384,2016,URJ202-3035850,6R4,['LFMG2K74'],LFMG2K747G3035850
25990,00263fe2,2016,URJ202-3035809,,['LFMG2K74'],LFMG2K74XG3035809
25990,00264384,2016,URJ202-3036317,202,['LFMG2K74'],LFMG2K745G3036317
3496,0026a2b2,2007,UZJ200-3000205,056,['LFMGLK74'],LFMGLK74573000205
3496,0026a2b2,2007,UZJ200-3000237,6R4,['LFMGLK74'],LFMGLK74773000237
3496,0026a2b2,2008,UZJ200-3000435,202,['LFMGLK74'],LFMGLK74983000435
3497,0026a13e,2007,UZJ200-3000203,056,['LFMGLK74'],LFMGLK74173000203
3497,0026a13e,2007,UZJ200-3000200,6R4,['LFMGLK74'],LFMGLK74673000200
3497,0026a13e,2007,UZJ200-3000208,202,['LFMGLK74'],LFMGLK74073000208
21970,0025cae8,2015,TRJ150-S088697,070,['LFMGSE72'],LFMGSE729FS088697
21970,0025cae8,2015,TRJ150-S088701,040,['LFMGSE72'],LFMGSE727FS088701
21970,0025cae8,2015,TRJ150-S088721,6V4,['LFMGSE72'],LFMGSE722FS088721
21970,0025cae8,2015,TRJ150-S088722,218,['LFMGSE72'],LFMGSE724FS088722
21970,0025cae8,2015,TRJ150-S088741,4T3,['LFMGSE72'],LFMGSE728FS088741
21970,0025cae8,2015,TRJ150-S089280,1F7,['LFMGSE72'],LFMGSE723FS089280
7668,000c04fe,2010,GRJ150-S000006,40,['LFMGJE72'],LFMGJE726AS000006
7668,000c04fe,2010,GRJ150-S001221,040,['LFMGJE72'],LFMGJE724AS001221
7668,000c04fe,2010,GRJ150-S001017,6V2,['LFMGJE72'],LFMGJE725AS001017
7668,000c04fe,2010,GRJ150-S001028,202,['LFMGJE72'],LFMGJE72XAS001028
7668,000c04fe,2010,GRJ150-S001153,1F7,['LFMGJE72'],LFMGJE722AS001153
7668,000c04fe,2010,GRJ150-S001022,1H2,['LFMGJE72'],LFMGJE729AS001022
17568,000c04fe,2013,GRJ150-S000014,040,['LFMGJE72'],LFMGJE72XDS000014
17568,000c04fe,2013,GRJ150-S066233,6V4,['LFMGJE72'],LFMGJE720DS066233
17568,000c04fe,2013,GRJ150-S072427,6V2,['LFMGJE72'],LFMGJE72XDS072427
17568,000c04fe,2013,GRJ150-S072457,202,['LFMGJE72'],LFMGJE728DS072457
17568,000c04fe,2013,GRJ150-S070838,4T3,['LFMGJE72'],LFMGJE72XDS070838
17568,000c04fe,2015,GRJ150-S090699,218,['LFMGJE72'],LFMGJE728FS090699
17568,000c04fe,2013,GRJ150-S073432,1F7,['LFMGJE72'],LFMGJE728DS073432
17568,000c04fe,2015,GRJ150-S091655,070,['LFMGJE72'],LFMGJE724FS091655
7933,000c04fe,2010,GRJ150-S000006,40,['LFMGJE72'],LFMGJE726AS000006
7933,000c04fe,2010,GRJ150-S001221,040,['LFMGJE72'],LFMGJE724AS001221
7933,000c04fe,2010,GRJ150-S001017,6V2,['LFMGJE72'],LFMGJE725AS001017
7933,000c04fe,2010,GRJ150-S001028,202,['LFMGJE72'],LFMGJE72XAS001028
7933,001971a2,2019,MXVA71-G001015,2PU,['LVGB674K'],LVGB674K1KG001015
7933,000c04fe,2010,GRJ150-S001153,1F7,['LFMGJE72'],LFMGJE722AS001153
7933,001971a2,2019,MXVA71-G001008,2SZ,['LVGB674K'],LVGB674K4KG001008
7933,000c04fe,2010,GRJ150-S001022,1H2,['LFMGJE72'],LFMGJE729AS001022
7933,001971a2,2019,MXVA71-G002078,209,['LVGB674K'],LVGB674K8KG002078
7933,001971a2,2019,MXVA71-G002001,089,['LVGB674K'],LVGB674K6KG002001
7933,001971a2,2019,MXVA71-G001019,3U5,['LVGB674K'],LVGB674K9KG001019
7933,001971a2,2019,MXVA71-G002559,4X1,['LVGB674K'],LVGB674K2KG002559
7933,001971a2,2019,MXVA71-G005138,4W4,['LVGB674K'],LVGB674K4KG005138
2493,0000672c,2006,ACR50-7034131,1F7,['JTEGD54M'],JTEGD54M667034131
2493,0000672c,2006,ACR50-7033696,5A4,['JTEGD54M'],JTEGD54M567033696
2493,0000672c,2006,ACR50-7034192,070,['JTEGD54M'],JTEGD54M467034192
2493,0000672c,2006,ACR50-7034137,202,['JTEGD54M'],JTEGD54M767034137
2493,000067e6,2009,ACR50-7074827,1F8,['JTEGD54M'],JTEGD54M697074827
2493,0000672c,2007,ACR50-7048841,040,['JTEGD54M'],JTEGD54M677048841
2493,000067e6,2009,ACR50-7076469,8S6,['JTEGD54M'],JTEGD54M597076469
2493,000067e6,2011,ACR50-7103966,9AE,['JTEGD54M'],JTEGD54M5B7103966
2493,000067e6,2010,ACR50-A023790,3Q3,['JTEGD54M'],JTEGD54M8AA023790
3020,000d0a8e,2007,GSR50-0003983,1F7,['JTEGS54M'],JTEGS54M170003983
3020,000d0a8e,2007,GSR50-0003995,5A4,['JTEGS54M'],JTEGS54M870003995
3020,000d0a8e,2007,GSR50-0003948,202,['JTEGS54M'],JTEGS54MX70003948
3020,000d0a8e,2006,GSR50-7011816,070,['JTEGS54M'],JTEGS54M367011816
3020,000d0a8e,2007,GSR50-0003992,1F8,['JTEGS54M'],JTEGS54M270003992
3020,000d0a8e,2006,GSR50-7011611,040,['JTEGS54M'],JTEGS54M767011611
3020,000d0a8e,2007,GSR50-7015183,8S6,['JTEGS54M'],JTEGS54M877015183
3020,000d0b48,2010,GSR50-7018961,9AE,['JTEGS54M'],JTEGS54M2A7018961
3020,000d0a8e,2006,GSR50-0001002,8S7,['JTEGS54M'],JTEGS54M860001002
8111,002a6906,2010,ZRE120-0175186,1F7,['LFMAP22C'],LFMAP22C0A0175186
8111,002a6906,2010,ZRE120-0174704,209,['LFMAP22C'],LFMAP22C2A0174704
8111,002a6906,2010,ZRE120-0174838,056,['LFMAP22C'],LFMAP22C1A0174838
8111,002a6906,2011,ZRE120-0286109,3P1,['LFMAP22C'],LFMAP22C9B0286109
8111,002a6906,2010,ZRE120-0182568,8T4,['LFMAP22C'],LFMAP22C5A0182568
8111,002a6906,2010,ZRE120-0174644,1D0,['LFMAP22C'],LFMAP22CXA0174644
10612,002a6906,2010,ZRE120-0175186,1F7,['LFMAP22C'],LFMAP22C0A0175186
10612,002a6906,2010,ZRE120-0174704,209,['LFMAP22C'],LFMAP22C2A0174704
10612,002a6906,2010,ZRE120-0174838,056,['LFMAP22C'],LFMAP22C1A0174838
10612,002a6906,2011,ZRE120-0286109,3P1,['LFMAP22C'],LFMAP22C9B0286109
10612,002a6906,2010,ZRE120-0182568,8T4,['LFMAP22C'],LFMAP22C5A0182568
10612,002a6906,2010,ZRE120-0174644,1D0,['LFMAP22C'],LFMAP22CXA0174644
10614,002a6906,2010,ZRE120-0175186,1F7,['LFMAP22C'],LFMAP22C0A0175186
10614,002a6906,2010,ZRE120-0174704,209,['LFMAP22C'],LFMAP22C2A0174704
10614,002a6906,2010,ZRE120-0174838,056,['LFMAP22C'],LFMAP22C1A0174838
10614,002a6906,2011,ZRE120-0286109,3P1,['LFMAP22C'],LFMAP22C9B0286109
10614,002a6906,2010,ZRE120-0182568,8T4,['LFMAP22C'],LFMAP22C5A0182568
10614,002a6906,2010,ZRE120-0174644,1D0,['LFMAP22C'],LFMAP22CXA0174644
14508,002a6906,2012,ZRE120-0446861,1F7,['LFMAP22C'],LFMAP22C5C0446861
14508,002a6906,2012,ZRE120-0446958,056,['LFMAP22C'],LFMAP22C9C0446958
14508,002a6906,2012,ZRE120-0446842,209,['LFMAP22C'],LFMAP22C1C0446842
14508,002a6906,2012,ZRE120-0446834,3P1,['LFMAP22C'],LFMAP22C2C0446834
14508,002a6906,2012,ZRE120-0453155,8T4,['LFMAP22C'],LFMAP22C6C0453155
14508,002a6906,2015,ZRE120-0728753,1G3,['LFMAP22C'],LFMAP22C4F0728753
14321,002a6906,2012,ZRE120-0446861,1F7,['LFMAP22C'],LFMAP22C5C0446861
14321,002a6906,2012,ZRE120-0446958,056,['LFMAP22C'],LFMAP22C9C0446958
14321,002a6906,2012,ZRE120-0446842,209,['LFMAP22C'],LFMAP22C1C0446842
14321,002a6906,2012,ZRE120-0446834,3P1,['LFMAP22C'],LFMAP22C2C0446834
14321,002a6906,2012,ZRE120-0453155,8T4,['LFMAP22C'],LFMAP22C6C0453155
14321,002a6906,2015,ZRE120-0728753,1G3,['LFMAP22C'],LFMAP22C4F0728753
14509,002a684c,2012,ZRE120-0446856,1F7,['LFMAP22C'],LFMAP22C1C0446856
